id,sender_id,receiver_id,amount,start_time
0,1184,3250,617453,48
1,6804,11150,411978,92
2,18118,19320,984047,123
3,16110,6140,859967,180
4,17800,9770,937683,222
5,8174,1786,516282,257
6,12644,9865,290820,307
7,16038,16120,424814,318
8,11613,6466,253989,372
9,13736,13511,667541,426
10,18610,16740,225574,458
11,12606,10359,144320,517
12,11909,14149,796604,565
13,5157,242,681413,580
14,18167,11570,371474,640
15,11578,9512,574347,662
16,16849,2032,923212,690
17,10444,11852,522541,729
18,18014,1817,755671,782
19,11257,6118,382483,806
20,315,2368,814315,859
21,10142,13193,479316,894
22,10028,972,366065,943
23,18608,6357,432322,985
24,15028,18941,829315,1003
25,5524,8051,460011,1021
26,9704,6841,636035,1059
27,11633,115,121848,1090
28,6327,9219,986404,1148
29,1552,3,276492,1169
30,10659,12791,436634,1222
31,19336,16525,566395,1247
32,7147,3621,750347,1279
33,14118,18671,705715,1317
34,6540,17842,605670,1377
35,9708,9887,420992,1432
36,13439,12852,690887,1478
37,6808,13066,247663,1509
38,11672,2732,337785,1561
39,9461,9720,696447,1581
40,19409,18571,599110,1613
41,8389,1537,434616,1635
42,7762,10460,778490,1658
43,5992,3377,508120,1682
44,5598,6503,518712,1742
45,8772,2844,360729,1760
46,5041,19390,273076,1782
47,7626,18064,188821,1834
48,6603,17925,641796,1885
49,14812,8903,706860,1929
50,13749,2626,507387,1967
51,19111,18915,706279,2009
52,14765,5216,636646,2036
53,19386,7853,267858,2090
54,4230,12941,534791,2118
55,17076,6971,565366,2148
56,1588,10967,874071,2207
57,16091,14251,390082,2235
58,19742,15930,209638,2282
59,9213,16363,615306,2298
60,2997,3128,164104,2353
61,12741,6215,950347,2385
62,9874,8575,729834,2410
63,1853,7008,294568,2445
64,18925,15798,830215,2463
65,6498,427,834309,2502
66,11814,17222,798879,2529
67,17257,8833,480028,2560
68,4471,17339,121589,2589
69,7156,17141,802248,2645
70,10879,15509,796318,2661
71,17887,13908,588547,2678
72,12594,14428,621046,2695
73,6017,9750,824628,2747
74,13190,12040,544723,2798
75,7246,2201,232468,2843
76,18421,15315,128813,2857
77,19974,19082,177348,2895
78,1033,17909,287202,2908
79,3884,1603,817498,2959
80,16711,4765,697321,2973
81,15065,16857,236210,3004
82,3631,19473,775792,3030
