id,sender_id,receiver_id,amount,start_time
0,15714,10370,251,24
1,12951,18417,235,60
2,17842,11328,932,116
3,5355,11860,484,174
4,12097,10930,569,205
5,18300,3293,134,238
6,16453,11056,848,272
7,13497,16987,538,296
8,3022,9042,453,306
9,7304,8691,220,324
10,827,11982,418,381
11,7046,17211,483,432
12,13477,5054,601,478
13,16496,16138,551,490
14,5443,19752,892,530
15,14614,15563,659,574
16,19032,10055,875,594
17,18430,5627,619,654
18,4185,10703,192,675
19,905,5423,769,727
20,7421,7763,757,766
21,12500,5021,703,782
22,17680,5144,837,819
23,19761,2691,932,855
24,8563,9194,367,879
25,8477,19974,893,924
26,19139,9478,630,936
27,13894,15713,772,989
28,2960,18330,783,1020
29,16933,6348,555,1037
30,17928,13987,440,1058
31,18231,2332,433,1102
32,11434,19465,168,1150
33,13349,9261,140,1207
34,17549,318,692,1263
35,15891,6886,951,1295
36,420,14398,608,1338
37,800,10670,872,1360
38,17052,7025,307,1375
39,14692,12580,184,1402
40,4748,15772,266,1450
41,16985,1220,841,1510
42,11343,4510,563,1536
43,2459,14693,465,1568
44,8573,8228,396,1589
45,5708,13595,335,1608
46,2601,8387,940,1666
47,1326,10793,487,1725
48,7687,13388,217,1783
49,9072,17479,667,1832
50,14385,4456,519,1856
51,16182,17167,383,1869
52,4583,9682,371,1882
53,10814,14351,669,1917
54,7510,8691,772,1957
55,14747,18308,388,1977
56,5203,9349,259,1999
57,7450,1030,702,2015
58,12484,9295,902,2062
59,9660,11793,391,2090
60,8882,16916,275,2117
61,14316,16686,753,2163
62,3298,18204,919,2212
63,6549,14769,693,2266
64,4681,17749,960,2314
65,13068,503,873,2369
66,10629,12332,474,2418
67,11844,5998,716,2443
68,17090,3405,752,2467
69,7947,5424,827,2504
70,19493,15165,507,2527
71,7303,3780,780,2552
72,4894,3104,254,2589
73,15574,4286,257,2600
74,18437,16669,367,2636
75,6921,8854,106,2689
76,6492,18923,335,2712
77,10214,2608,773,2760
78,16432,2982,343,2792
79,12034,16948,659,2847
80,12945,9758,512,2898
81,3362,3911,532,2918
82,8969,10667,671,2958
83,17879,3931,950,2994
84,8268,10753,180,3009
85,14380,12401,485,3059
86,12387,18042,989,3069
87,10938,325,823,3129
88,10291,11732,535,3159
89,174,9615,938,3209
90,4467,12742,264,3252
91,13662,12852,285,3296
92,443,10275,277,3321
93,14499,180,940,3341
94,15915,18032,906,3382
95,5089,11836,743,3395
96,19171,9479,969,3410
97,16578,15940,791,3444
98,8670,18075,739,3493
99,17043,11770,249,3548
100,4909,3581,123,3607
101,18586,7233,461,3650
102,8652,17486,352,3673
103,18945,18093,431,3712
104,14450,10227,784,3763
105,2306,15994,880,3792
106,7416,1220,998,3851
107,17127,19015,330,3902
108,18165,2256,311,3914
109,1909,13004,295,3971
110,11128,8317,835,4007
111,2579,4022,116,4044
112,12287,5005,536,4077
113,5023,8326,460,4112
114,9729,15289,211,4135
115,15099,12872,518,4148
116,17739,17833,964,4177
117,124,16695,617,4224
118,18909,19245,221,4241
119,18419,15571,140,4291
120,12749,887,621,4324
121,10672,9398,339,4371
122,14417,3039,674,4428
123,12502,16436,189,4466
124,3270,5117,230,4490
125,13481,8129,369,4502
126,9016,10667,590,4555
127,12497,18037,385,4570
128,2183,1771,381,4616
129,15502,16850,111,4649
130,9678,3993,803,4691
131,18182,14284,169,4727
132,1745,2194,787,4783
133,11771,7298,462,4832
134,19921,16498,138,4873
135,18364,18009,648,4889
136,1857,8410,722,4915
137,5455,1019,636,4943
138,4942,15206,472,5003
139,12792,5919,617,5056
140,18808,1916,738,5115
141,17776,7036,913,5164
142,5092,4791,131,5174
143,312,5518,603,5195
144,3249,13127,622,5219
145,17723,6703,543,5249
146,8443,2133,220,5272
147,1861,14379,460,5318
148,6130,14269,816,5341
149,13241,4102,470,5369
150,15101,13987,309,5414
151,12257,17086,461,5472
152,7558,18800,814,5488
153,7366,11971,232,5530
154,6002,6041,162,5570
155,19251,6007,587,5588
156,12716,19161,493,5605
157,14509,3462,406,5624
158,16143,11345,119,5665
159,465,17713,264,5709
160,9874,9871,847,5725
161,4579,4132,294,5782
162,7917,8037,429,5824
163,4472,1353,222,5834
164,1802,14495,395,5869
165,16446,3069,936,5884
166,6385,18899,281,5944
167,1330,15448,558,5967
168,2099,11446,241,5991
169,4001,8715,178,6001
170,8427,16982,928,6025
171,17582,3834,734,6078
172,13029,5632,830,6101
173,1099,4932,722,6132
174,13835,12974,156,6156
175,2727,6282,615,6179
176,11913,16595,584,6214
177,10116,4215,676,6273
178,12179,567,838,6322
179,12252,11196,938,6369
180,4981,17019,754,6391
181,2249,15124,288,6416
182,15342,16687,252,6447
183,2702,18332,603,6489
184,8851,5163,715,6515
185,7729,3985,685,6558
186,17865,9793,213,6569
187,13318,3025,182,6598
188,17014,19115,941,6640
189,289,18397,575,6681
190,7824,8141,144,6706
191,18151,291,476,6759
192,9705,16755,987,6780
193,16473,10020,325,6828
194,9582,13506,876,6857
195,10956,15578,182,6869
196,1428,1928,862,6887
197,4976,1256,607,6913
198,7454,19582,249,6967
199,15648,14197,214,6999
200,17774,13669,129,7020
201,13284,7597,961,7064
202,11426,9034,787,7109
203,10267,10006,528,7157
204,11444,16229,762,7210
205,1192,10833,483,7267
206,1801,16758,139,7323
207,11537,10810,312,7371
208,10004,19125,614,7398
209,13292,12869,458,7418
210,745,15197,911,7435
211,1125,11445,389,7461
212,3949,3704,758,7514
213,19971,8927,770,7561
214,6838,17652,292,7613
215,18644,10104,963,7625
216,13970,9473,655,7637
217,5671,8373,407,7651
218,14893,8912,385,7679
219,8285,13357,518,7721
220,6976,4126,839,7779
221,2370,10162,799,7806
222,15278,19677,906,7817
223,10589,14199,713,7842
224,16609,628,829,7878
225,17902,11296,657,7918
226,9173,4438,715,7930
227,10411,14643,205,7943
228,4895,18750,275,7991
229,1949,11846,851,8005
230,5952,998,562,8026
231,8122,16990,626,8068
232,12278,16524,418,8114
233,10454,3197,500,8172
234,8129,3639,712,8194
235,9113,12989,194,8236
236,8506,6383,775,8249
237,15217,13236,781,8306
238,11656,14333,817,8357
239,3698,3050,536,8378
240,17567,13015,971,8390
241,14040,5157,734,8421
242,1949,1230,114,8461
243,8854,10746,139,8516
244,6006,5557,806,8563
245,2913,10245,275,8587
246,11074,10137,330,8624
247,4681,6265,101,8684
248,2830,6770,904,8715
249,11580,6328,976,8736
250,11151,14310,172,8788
251,5363,4479,359,8810
252,12044,17870,255,8844
253,1138,13138,756,8901
254,71,13617,943,8934
255,4120,560,445,8947
256,16816,8479,589,8959
257,10836,11998,760,8996
258,15460,15318,622,9008
259,7063,13861,841,9022
260,15671,17368,642,9061
261,1719,15902,256,9076
262,12182,14768,116,9088
263,13159,14185,800,9132
264,16345,14592,858,9154
265,11701,9226,523,9177
266,11576,17520,436,9223
267,2439,938,197,9272
268,11967,6258,252,9321
269,3448,17804,437,9355
270,1497,7733,176,9370
271,16330,171,284,9396
272,12577,14580,332,9448
273,14544,16290,236,9464
274,6808,3861,927,9474
275,12210,19612,311,9495
276,3435,788,986,9515
277,6465,18122,589,9532
278,3611,138,727,9589
279,2665,7542,163,9599
280,10692,14165,450,9622
281,16605,14199,248,9672
282,18727,5979,853,9687
283,4,5845,631,9723
284,4188,8898,408,9740
285,18722,15715,423,9796
286,17351,11193,630,9836
287,8033,17902,368,9869
288,8784,241,295,9917
289,4578,3678,879,9946
290,11284,2374,715,9991
291,19223,8945,779,10024
292,10788,1748,858,10061
293,6494,2463,450,10105
294,288,16991,319,10135
295,2990,11563,583,10156
296,1217,19811,358,10177
297,15975,4090,593,10234
298,6650,11516,342,10254
299,5874,6189,165,10311
300,2186,6731,717,10371
301,6906,15567,936,10431
302,3770,11604,651,10486
303,1323,6091,557,10531
304,19546,16165,372,10560
305,8994,15004,147,10608
306,13748,3128,177,10662
307,1895,1241,982,10717
308,6517,8729,401,10770
309,18004,19292,983,10808
310,19662,7384,770,10845
311,8270,6038,961,10864
312,10475,7286,416,10880
313,16114,17625,324,10902
314,16522,9896,675,10947
315,7837,6927,981,10986
316,1787,9690,259,11035
317,7116,282,860,11086
318,3693,4512,923,11120
319,18326,8620,785,11171
320,12593,11220,826,11200
321,14192,5074,183,11231
322,14534,3386,585,11278
323,17596,4986,823,11308
324,7109,16314,784,11328
325,9781,112,577,11382
326,10497,755,741,11397
327,9331,2412,321,11412
328,1740,5335,768,11424
329,15012,3489,868,11451
330,14185,4292,442,11481
331,9904,19537,107,11527
332,6017,7698,889,11556
333,17126,8720,948,11595
334,7031,13926,692,11653
335,517,11331,544,11709
336,881,11633,897,11740
337,17789,1949,603,11776
338,9305,18710,457,11804
339,6131,14776,716,11825
340,16218,3952,418,11840
341,10265,9649,739,11892
342,8426,17485,141,11910
343,10407,11081,681,11960
344,6057,7667,543,12007
345,6512,9830,596,12049
346,13785,13224,927,12082
347,11948,14859,595,12116
348,5529,8209,330,12158
349,3996,3226,776,12207
350,7679,12296,856,12252
351,5630,14704,136,12292
352,13943,15384,948,12327
353,4620,19472,462,12370
354,10500,1979,998,12411
355,8946,2145,129,12463
356,12876,4013,571,12493
357,9142,10759,624,12543
358,6719,13154,821,12575
359,19311,17695,322,12622
360,9604,7981,663,12646
361,13617,1689,733,12669
362,504,18503,234,12704
363,15951,12640,821,12762
364,19346,17967,232,12785
365,690,16818,970,12841
366,12760,9921,366,12878
367,9524,3513,287,12904
368,6795,11292,797,12944
369,6312,10918,970,12975
370,18120,3181,461,12988
371,19800,2460,165,12999
372,10092,17710,297,13033
373,17998,11244,800,13072
374,19546,9834,479,13127
375,1080,3730,848,13147
376,18711,14176,365,13173
377,2097,18275,477,13189
378,9182,91,434,13200
379,19644,18957,525,13255
380,8811,10096,319,13277
381,17268,15137,531,13293
382,10764,11406,555,13320
383,18738,6916,459,13360
384,11348,19025,930,13390
385,12629,13102,373,13432
386,3032,1637,329,13455
387,1817,13120,361,13481
388,8893,17391,102,13503
389,19992,8528,949,13559
390,13865,950,720,13596
391,18560,9767,514,13635
392,12590,14609,136,13662
393,4784,9471,979,13674
394,19334,15364,173,13691
395,16844,13028,465,13705
396,6242,1856,646,13760
397,4031,4980,424,13813
398,7120,9583,529,13873
399,14337,9297,912,13904
400,15990,5559,626,13940
401,3057,19188,310,13974
402,1883,7435,821,13998
403,8374,3476,319,14009
404,9517,17489,841,14053
405,2354,8274,194,14079
406,18,13559,774,14135
407,9224,13604,359,14162
408,15730,13024,405,14201
409,5892,15046,680,14229
410,15987,13355,726,14243
411,10551,485,139,14254
412,14818,14843,888,14296
413,602,6823,595,14348
414,2679,17080,451,14365
415,570,1544,312,14418
416,16615,11597,633,14449
417,11855,13403,378,14490
418,2083,17871,397,14547
419,12265,4361,709,14580
420,13573,7764,533,14628
421,472,4590,623,14639
422,12018,19906,620,14694
423,15405,18122,868,14706
424,7964,7646,283,14743
425,17109,13590,440,14777
426,16563,17958,793,14826
427,4835,18880,602,14856
428,8708,4076,203,14883
429,14430,5978,756,14939
430,16155,2290,608,14987
431,16126,7316,115,15011
432,17658,11063,517,15051
433,10922,577,187,15092
434,11923,11862,231,15118
435,19276,2627,694,15154
436,18465,13281,462,15167
437,16685,10042,981,15201
438,958,5022,898,15218
439,7270,10270,166,15269
440,15188,16395,599,15294
441,13507,18668,848,15352
442,299,4684,695,15411
443,5126,1166,493,15461
444,17025,6550,807,15483
445,10537,5128,723,15533
446,2132,4269,743,15564
447,11034,8402,613,15623
448,7761,12041,892,15642
449,19808,11641,250,15698
450,9715,10603,746,15731
451,10744,15285,617,15782
452,19673,13391,708,15798
453,6105,1174,923,15851
454,1039,10947,171,15904
455,1115,14137,265,15923
456,18069,28,898,15979
457,5159,7146,237,16027
458,14278,7100,650,16048
459,13912,14101,595,16068
460,9747,7341,903,16092
461,19092,17002,632,16109
462,428,2486,181,16127
463,5768,19696,595,16153
464,19775,6087,799,16207
465,3149,9549,158,16251
466,816,9964,287,16307
467,7634,16436,169,16356
468,2976,12519,701,16415
469,13994,7690,589,16440
470,19742,12127,729,16473
471,15316,6084,943,16512
472,16958,9072,878,16541
473,9654,3542,336,16591
474,8691,12984,866,16615
475,13005,13361,620,16646
476,15644,10361,528,16683
477,6975,133,746,16728
478,4674,4170,753,16768
479,4878,7830,760,16820
